document_id,clean_text,sentiment
527,five stars great phone battery last me all day i absolutly recommend to anyone,positive
528,love this phone i love love love this phone i upgraded from my note 2 to the note 3 great for taking pictures multi tasking and very user friendly best smart phone i have ever owned hands down,positive
529,wow lazy review but i had to get my score in i've been a galaxy 1 anf galaxy 3 owner for years loved them both but the note 3 is pro league in comparison not as big as you think within minutes you'll expect its size and your old phone will look so small think of your 55 plasma to your old 32 you used to love pen is for me too super fast screen is so good it looks like one of those ad stickers to me if you get me more later,positive
530,i want my iphone back i read all the reviews on this phone they all seemed good i was attracted to the screen i really liked the large size of it and the pictures seemed pretty good too so i went from my iphone to the galaxy note,positive
531,caution use of s pen on screen protectors the phone is awesome and i'm leaving a review to warn others of the only issue i've run into it's not even with the phone it's with the pen and screen protector just be really gentle when you use it because depending on the screen protector you have it'll leave pen marks that you can see when the screen is off and the sunlight is shining on it just a fair warning the s pen is pretty sharp,positive
532,burn baby burn dont buy this phone there are a lot of 5 star reviews but i will say this my phone after having it for 4 months caught on fire samsung after reporting it to them did nothing to rectify the situation horrible customer service got a used refurbished phone with no back no new battery no new stylus pen had to use the ones from my old burnt phone,negative
533,everything was everything not bad fast shipping great product real person review from huntsville al,positive
534,best phone ever best phone ever size is awesome extremely easy to use can enlarge font to make easier to read well worth the cost,positive
535,warranty useless battery losing ability to charge want a new battery under warranty send yours in and wait 10 days for us to send you one no way to swap samsung has terrible customer service i have a large number of samsung products but this is the last one any time there is an issue with any of their products it is essentially the customer's problem,negative
536,three stars if i want to send this phone in my country would it work,neutral
537,a couple scratches when received but everything works great better than the first one i received,positive
538,samsung cell love my new phone,positive
539,amazing phone its an amazing phone does everything i need and want and more very happy with this purchase makes my work that much easier,positive
540,it's a great phone but note 3 has poor services in many locations i bought my note 3 last fall it works fine at the location i usually live i have a summer place which is 20 minutes away my note 3 has very bad signals i could not even place a call out the battery goes dead very quick i had iphone before which i had no trouble at both locations the rest of my families all have iphones nobody has troubles at the summer house when i spent almost all week to google note 3 problems i was shocked to see how many people had reported and discussed the similar problems switching to a new sim didn't help in my case which many other had already done i highly doubt verizon could fix it at all when my contract is over i'm definitely switching back to iphone,neutral
541,five stars wounder if it works with prepaid verizon,neutral
542,five stars my mom has one and it looks works great makes me wish i could by one,positive
543,five stars awesome,positive
544,30 the worst phone i ever bought in all my life this is just bs trash caller id comes with net work reception sheeeeeet gps useless this is trash wasted money money wasted,negative
545,camera not good i've had this phone for about 6 months and already want to trade it for an iphone 6 plus i hate the camera my daughter is in gymnastics and when i take her pictures from my seat they all and always come out with blurry face i tried all the modes and everything and nothing works i have never gotten a clear picture and she's not too far from where i'm sitting hate it i've had i phones before and i definitely like their camera better,negative
546,one star it says a verizon phone but doesn't work with verizon don't buy it basically rip off,neutral
547,nice toy but has issues i've had the note 3 and previously the 2 and with both i had bad signal and it would constantly overheat sometimes the phone would be idle and still overheat i replaced it twice and same issue this phone has a lot of bells and whistles but lacks reliability,neutral
548,love the phone hate the policy i have the original unlocked international version of the galaxy note n7000 and i absolutely love it and i was about to purchase a note 3 until i read the reviews when i pay 500 800 dollars for an unlocked phone i should be able to add or remove apps and activate it anywhere even my current phone has apps that i can't remove unless i root the phone i'm certain that the galaxy note 3 is a phenomenal phone it's samsung's policy akin to retaining partial ownership that i find offensive until that changes i won't buy a samsung product samsung's motive is erecting an obstacle to the gray market as far as i'm concerned the gray market is also the free market governments and companies love to tout the free market but won't hesitate to manipulate interfere with it don't expect me to be complicit i'm not sure what the gray market direction is but if it's from the us to other countries i suggest sellers look into purchasing cheap sim cards from straight talk for the initial activation i'm not sure if it will work but anything to contribute to the failure of samsung's idiotic business decision,neutral
549,beware zonelocked i bought the galaxy note 3 out of contract because i travel a lot between europe and the usa and i need to switch between sim cards often however the so called unlocked version of the note 3 is actually region locked so that if you buy it in europe it will not accept any sim from the usa and vice versa and of course i had no idea of that limitation nor did my seller afterwards i found on the internet people saying that samsung could unlock my device if i complained hard enough that i did but they did not i am now stuck with a half useless phone thanks but no thanks samsung too bad the note 3 when in its locked region is actually a great phone,negative
550,samsung's noise problem when i start my car with the note 3 bluetooth on samsung feels compelled via the smartphone to say something like good morning i hope you have a nice day actually i'm not interested in samsung being part of the family like that i just want a smart phone ironically their message degrades what was starting as a nice day maybe i've turned the radio on suddenly there are two sound sources it's distracting and while driving maybe this can be turned off i think i found a way once but then it reverted i don't want to spend a lot of time learning how to deal with this samsung does the same with their washers and dryers basically good machines they will wait until you're unloading clothes with ear next to the machine then hit you with a jingle why it's too bad because the note 3 is generally a great smart phone but with the samsung's fixation on popping people with the sound intrusion i can't rate it better than 1 star,positive
551,samsung good amazon verizon bad phone is great love it when my company cancelled my work phone i was happy to pick this up but trying to transfer my number was a disaster verizon figured out how to do it and credit things correctly but amazon is lost wants to charge me the full cost of the phone even though verizon said everything was ok just want to keep my same number if i have to i will be sending the phone back and never trying to do this type of thing with amazon ever sometimes you just need a human,positive
552,oversized garbage i made the move from an iphone to the samsung galaxy note 3 about 4 months ago since then it's brought me nothing but trouble i have to restart the phone on a daily basis just to make calls the phone constantly overheats and doesn't hold a charge for longer than 6hrs on standby i've never downloaded games or any other questionable apps the phone is just crap compared to the iphone,negative
553,can't get past the eligibility for upgrade form ive used three different computers three different browsers on recommendation from amazon support and can't get past the screen that checks your eligibility for upgrade to a new device i have had my current contract with verizon for two and a half years i was eligible for upgrade in august sucks that i now have to pay 299 99 to verizon for the samsung galaxy note 3 which is offered here for a 179 99 upgrade major fail amazon and i was thinking about coming to work for you in dupont fat chance with this debacle and your questionable corporate policies not liking the tease,negative
554,my magazine is baked in the home key you cannot remove it really samsung you integrate the most used key center home button on your phone and add my magazine function to it if you press the home key twice you are automatically greeted to the my magazine feature and then you must register and agree to the terms before you can disable it i bought your phone for the excellent hardware not your half baked software by forcing me to agree the terms in order to disable it you've achieved the exactly opposite this is extremely infuriating and off putting virtually 90 of review sites mock your bloatware and you insist that the consumers will like it you're not google and never will be stick with the hardware something you're superb at it and leave the bloatware for your employees this one is going to be returned immediately due to your inability to learn from your mistake those who failed to learn from history are doomed to fail so they say stop forcing people using your crapware seriously i was really looking forward to using my note 3 but this garbage my magazine singlehandedly turned me off to the point of switching to another device good job samsung,neutral
555,my magazine is baked in the home key you cannot remove it really samsung you integrate the most used key center home button on your phone and add my magazine function to it if you press the home key twice you are automatically greeted to the my magazine feature and then you must register and agree to the terms before you can disable it i bought your phone for the excellent hardware not your half baked software by forcing me to agree the terms in order to disable it you've achieved the exactly opposite this is extremely infuriating and off putting virtually 90 of review sites mock your bloatware and you insist that the consumers will like it you're not google and never will be stick with the hardware something you're superb at it and leave the bloatware for your employees this one is going to be returned immediately due to your inability to learn from your mistake those who failed to learn from history are doomed to fail so they say stop forcing people using your crapware seriously i was really looking forward to using my note 3 but this garbage my magazine singlehandedly turned me off to the point of switching to another device good job samsung,neutral
556,fantastic phone for those who want to be productive i bought the first couple of iphones when they first came out and use my wife's every now and then and i've also owned 4 or 5 different android devices and the note series is by far my favorite i purchased a note 2 when it first came out and loved it so i decided to go with the note 3 and it is an even better version of an already great phone i was debating between this the s5 and the htc one m8 but i went with the note and took the hit in processing power for and extra gb of ram which is amazing i've already rooted and installed the hyper drive rom but even without the extras of a custom rom this phone has so many features that make it a fantastic productivity tool the s pen alone is something that i use literally every day at work to take meeting notes i work with meeting software that allows you to share your screen so i can do that while also taking nones on my note 3 without showing everyone what i'm writing down then i sync with evernote and have all of my notes in the cloud it's perfect fantastic phone with a great price here on amazon couldn't be happier,positive
557,new fan of samsung because of the note 3 this review is for the note 3 in general but also as a recommendation for laptopangels if that happens to be the seller somebody might be looking at i gave laptopangels a 5 star review for sales and shipping as well as for handling a return with courteous professionalism the phone the phone the phone the phone i take back every bad thing i've ever said about samsung the 2 year old note 3 stacks right up there with every 2015 phone i've had my hands on my daily driver is a droid turbo and this note 3 is every bit as much fun to drive as my turbo is i should qualify by saying that the note 3 we eventually bought is still running kitkat 4 4 2 so i can't speak for this phone with lollipop 5 x installed and we plan to keep it on kitkat one big reason we were in the market for an older phone was an increasingly severe dislike for lollipop basically this phone replaces a new lg g4 with 5 1 which replaced a g3 with 5 0 and the new owner could not be any happier she had a galaxy note ii before and it croaked which was the only reason she needed another phone it was my mistake to steer her toward lg should've considered the note 3 in the first place samsung definitely got it right with this one,positive
558,awesome phone best on market best phone things you should know 1 best battery life than any other android phone i have had 2 most features that are exclusive for this phone i thought i would use i do not for example i do not use the stylus as much as i did the recent update killed the ease of use and coverting text from handwriting to text so i do not use it anymore 3 fast response have had this phone for about 9 months still just as fast responding to touch and opening apps as day one 4 can only be used with a max mini sd card of 64gb this is a minor complaint only 5 does not get hot unless you are doing a lot of stuff while charging this device does not get hot to the touch the normal running temp is about 100 degrees fahrenheit but you can not feel it 6 charges fast from dead to full charge this is based on stock charger that comes with phone which pushes 2 1 amps i also use a 3 5 amp car charger which it charges faster with 7 the ir ability i use a lot for controlling my tv and dvr the app the phone comes with is the best app but the app does need improvement though this is not the phones fault 8 wifi is fast my internet speed tops at 40mb s and the phone wifi can do it unlike most phones wifi usually cap at 20mb s no matter what 9 i have the verizon 4g lte and the lte i have seen push 60mb s for speeds so again the phone ability for strong and fast signal is impressive a bunch of other things positive and negative i am disappointed in samsung and their lack more rather restrictions of app abilities but this is not the phone fault great phone and best i have had,positive
559,horrible customer service when i receive this device i have many options this was the more expensive for replacing my device only reason why i was getting the new samsung phone was because my device has stopped charging so i purchased a charger so that i can charge the battery as well as the phone app on received device i noticed that the screen did not display the actual time as well as it did not charge the phone the original charger for the samsung note was not in the box i received the secondary charger that does not work to charge the phone advised that the merchant please send a new phone and i would send the other back because i didn't want to be without a cell phone i never received any other information regarding my request since then i have purchased batteries so that i can swap the batteries out and charge them through the charger that i purchase that will allow me to charge the battery it's real inconvenient because now i have to spend more money and my phone is not under warranty and i don't want to be without a phone i think that the merchant could have sent out another phone or a new charger to accommodate my situation never again will i purchase devices from this month,neutral
560,used note 3 to replace broken droid bionic wow what a phone i had long ago decided to replace my aging droid bionic with a samsung galaxy s4 but a phone guru friend recommended that i consider the note 3 instead of a galaxy s4 as a replacement for my old tired and broken droid bionic after reading several reviews comparing the note 3 with the galaxy s4 and speaking with a local cell phone expert i decided to spend 385 on a note 3 instead of 250 for a galaxy s4 when i placed the amazon order for the note 3 i wondered if 385 versus 250 for a galaxy s4 was well spent well after spending several hours learning how to use my loaded with features note 3 i am happy that i spent the additional 135 compared to my bionic not a fair comparison i know the note 3 is screaming fast and has lots of features that i hope to master in a month or two if a potential user checks out any of the dozen or so youtube videos re the outstanding features of the note 3 snapdragon quad 800 great gpu 3mb ram stylus and on and on and you might consider the note 3 or note 4 if price is no consequence as your next smart phone i found several reviews comparing the note 3 to the note 4 that recommend the user stay with their note 3 unless upgrading to a note 4 is virtually free one reviewer indicated that by late 2015 a successor to the note 4 will be available with many improvements though i can't imagine what can be done to improve the note platform my note 3 is another samsung gem,neutral
561,great for busy man we had a verizon upgrade coming to us so i was looking for a all in one device for my husband he just wanted a phone and tablet i saw a friend with this note 3 and knew he would love it he checked it out in the store and excited about everything but the price just as we got our upgrade the note 3 went to 1 i grabbed it he loves it the screen is big enough for reading the phablet is small enough to palm he only has 1 device to keep track of he doesn't want a tablet at all now the note 3 runs on the same android 4 4 as note 4 and if you sign in with samsung they upgrade you to 5 0 between the note 3 and 4 there really isn't a lot of difference so we went for price i was going to get one too but the price went back to 100 i was concerned about the size note has a 5 7 screen for me to hold on to with the kids in my arms i got the galaxy s5 with a 5 1 screen it's only a little smaller and fits my life better samsung also upgraded s5 to 5 0 the pro and con on note 3 is the size 5 7 ins it's prefect for some and to big for others if you want a all in one go with the note if you want screen size but smaller phone go with s5 i highly recommend both,positive
562,love this phone how many ways can i say i love this phone i needed a new phone because my other verizon phone was on its way out i did not want to sign up for another two year contract nor did i want to rent a phone for the next two years so while doing my research and asking around i came to discover that this phone is capable of having the battery changed well that was a great selling point since my previous phone was only lasting half a day without needing to be recharged unfortunately many phones today cannot have their batteries replaced when they are getting older that is why the samsung galaxy note 3 was so appealing to me in addition i am no youngster and need a big screen to see and this phone is perfect for that it feels great in my hands and so far i am really enjoying using it it was a great choice,positive
563,so far so good so far i love it just got it a few days ago but already easily adjusted to the screen size which was my biggest concern it's really only a little bigger than my old phone droid razr they have a function that makes it easier to use with one hand if you like but i find i can still reach around and do most things with a little stretch i have small average hands the stylus is really awesome especially that i can take notes in lecture and not have to worry about my hand making marks on the screen when i rest it which was a huge problem with my ipad with the stylus and the s note app comes pre installed i can write in it as clear and naturally as in a paper notebook huge bonus when it comes to storing notes and wishing i had them to refer back to years later but didn't want to store those notebooks forever no gripes yet but i'm pretty vocal if i come up with one i'll post it oh and huge tip from the verizon lady the old chargers work the plug is totally different and supposedly the included charger will charge it faster but the older plugs actually fit and charge the phone so happy i don't have to get all new accessories car charger and more wall chargers for work and home recommend this one over the s4 does the same stuff but bigger with a little more functionality supposedly the processor is faster too,positive
564,love it but apps i switched from iphone to this android phone and love the bigger screen the hd video display the camera is decent though not as good as i expected pixelation and spotty but does excellent video even in dark locations such as a night club the dual video capture is fun to play with 2 screens in one video showing the person in the scene being recorded for example it comes loaded with general apps no games however i've had problems with it on many google services such as hangouts and youtube sharing many games and apps aren't supported on android the battery is quickly used up and it takes a couple hours to charge from zero to 100 i've hardly used the pen but i love the design for holding the pen inside the phone body it is secure and never loosens so far i don't like the design of having the off button opposite the volume button as it took forever to learn how to push one without pushing them both holding the phone on the bottom is awkward because of the menu buttons so it took some time to find a way to hold it all in all i'd recommend it even to 1st time users of smart phones it's very easy to set up and use and for experienced users to customize,positive
565,great buy first off i bought this phone used from cellular trendz there was an issue with the camera but they were great and worked with me to get the part to fix the issue before a big event came up i was replacing an lg g2 that i had after many drops finally killed and had no insurance on i liked the g2 but i have to say i love the note 3 if i could have afforded the note 4 i would have gone with that but for my needs and budget you really can't beat the note 3 i love the size which is so much easier on my eyes i draw so i do find the s pen really useful for doodling on the phone i don't do any heavy gaming so i've had no issues with lagging or memory it does have bloatware that samsung should really let you delete but other than that this phone knocks it out of the park especially for a phone that isn't on the bleeding edge any more looking back i really wish i'd originally gone with this phone instead of the g2,positive
566,top phone on the market as of this review i would have to say that 90 of my computer usage is via my mobile phone now a days and i constantly read tech news and keep up to speed on advancements in mobile computing only having my note 2 for a year i was in the market for a new phone because i decided to switch to verizon i was torn between the note 3 and the htc one max most would say these are not fair comparisons because they are not in the same tier but for me the one max was very enticing i loved the idea of the front facing speakers slightly larger screen and better build but what sold me was replaceable battery better gpu in the snapdragon 800 and amazing amoled screen i'm partial to the screen due to the deep blacks and infinite contrast what has surprised me about the phone is the new quick charge 2 0 feature in the sd800 it charges extremely fast,positive
567,too fragile for me i was really excited to get this phone my old one was really doggin it my husband had gotten one earlier and really likes his after having it for about a month one day red started showing on the screen and then got really bad verizon said that it was cracked it was never dropped or mistreated he replaced it and we thought it was just an unusual occurrance well the second day after i bought mine i was squeezing the sides as i pushed the buttons to raise the volume and suddenly noticed that it had cracks across the screen then the screen went black i hadn't even had the thing three whole days i started reading of other people having problems with the screen cracking and having to replace this screen multiple times so i immediately returned this and will not be getting this model,neutral
568,battery charging problems after a few months i decided to wait utnil i reviewed this phone we ordered four of these for our family and we have had them for five months now one of the phone had to be replaced after we got it because it would not hold a charge so we got a replacement for that one now after five months all four phones are having charging problems my wife's phone will not charge anymore no matter what cord we use all other phones you have to jiggle the cord and have it placed in certain way to charge and then it takes way too long to charge this is an obvious manufacture defect one phone i can understand but four phones or actually five if you count the one that was replaced that is unnaceptable and poor quality control and design on samsung's part this will be the last samsung phone we buy it's unfortunate as the phone has great features but it does no good if you can't charge the phones properly so beware you could have battery charging problems after a few months,neutral
569,i really was reluctant to purchase a samsung device but then all that changed all right here is an honest review about the note 3 it's something that i will approach from the perspective of someone in the medical field who needs to get things done quickly and efficiently first of all i received my phone on october 10th and i had pre ordered it but did not pay 299 well initially i did but there is a promo code of verizon30 that drops the note 3 down to 209 99 i bought the note 3 for myself and the lg g2 for my wife needless to say at the price of 139 99 for the g2 and 209 99 for the note 3 we returned the g2 for the note 3 despite the g2's incredible low light camera performance here is why backstory prior to buying the note 3 i have had the droid razr maxx which for its time was a great device now that apps are becoming more memory intensive something needed to change i needed a phone that wouldn't lag on me and i really don't care about gimmicks such as scrolling while looking up or down or pausing a video if i look away who really cares about that stuff if i want to pause i tap on the screen which is less time consuming that looking away and ensuring my phone has paused playing a video in addition i really don't want that front facing camera on unless i am using it also i was always reluctant to buy a samsung phone because of the plastic build but you know i always keep my phone in a safe case i will talk about this a little later now right before i let go of my razr maxx i briefly upgraded to the note 2 for 2 days i chose the note 2 because i was in best buy and was comparing the htc one which best buy had on sale for 50 and all of a sudden i decided to listen to the note 2's speaker i was blown away in comparison to the razr maxx but blown away which how much more i got in comparison to the htc one we are all going to large screens now and frankly who the heck wants to hold the phone closer to their face i certainly don't so i upgraded to the note 2 i really did not fall in love with it until the day i was sitting in my senior human cadaver anatomy course and realized i had forgotten my anatomy atlas and my notebook i frantically searched the note 2 and found an app called s note i opened s note and began using it i was blow away there are blood vessels that are large and really thing and i used to be able to only differentiate that on paper not this time with the note 2 i was able to use the thin and thick lines as differentiators thanks to the s pen i then made my decision that i would return the note 2 and wait for the note 3 because of the larger screen and faster processor in addition i had a memory intensive anatomy app running on the note 2 that smoothly ran it when my hp touchpad running android decided to begin hiccupping now with all that said this is why i feel the note 3 is the best choice on the market first of all if your going to purchase a phone that you are spending your hard earned money on it it should be in the most secure and safest cases it's an investment that when 2 years later you sell back you can almost pay for your new device second of all we will all drop our phones at some point and its important to protect them i purchased the spigen bounce case despite it being slightly ugly i got the gray one because incipio ngp tpu cases are not yet available for this phone that case kept my razr maxx in like new condition now i really protect my phone because i have my entire life on it my class schedule my hospital schedule my family schedule my kids doctors appointments my appointments my tests etc everything so i needed a phone that was behind me 100 and never let me down it has been the case with the note 3 i have customized it and it still hasn't hiccupped yet now the actual review screen productivity the large display is fantastic it is large enough to hold a full month calendar on one home screen and 3 days on another i absolutely love the vivid screen because my anatomy apps as well as using it to take notes is an absolute breeze my only recommendation is to add many pages before you begin in lecture or whatever you want to take notes in there are many times where i find inspirational quotes on facebook fb and wish i could save them and tag them to share not via fb but text messages etc scrap book has allowed me to do just that i can share inspirational quotes and pictures with anyone and it's a breeze to look them up by placing my own personal tags for each photo i hold the menu button type inspiration and bam i have all my things that are tagged inspirational sometimes i also need a list of diagnostic medical conditions and it's easy to quickly create a scrapbook memo or create a flow chart in s note etc in fact the other day i was talking to verizon and needed to write down the conformational code etc for my second note 3 and you know what i did i was on the dialer page pulled out the s pen and circled the page then i notated it with all the information it contains the date the time and all the information i need to have in case something went awry i absolutely love this feature and it is very important another feature i love is that when i am on youtube i can load hd very quickly the lg g2 did a good job in this too but the razr maxx despite being an lte phone did not handle this very well another thing i really love on this phone straight out of the gate is that it tells me how many text messages i have like an unread count its something i like it also has many accounts built right in such as amazon facebook etc i was able to disable most of the bloat ware by going to manage applications and clicking disable in some of the pre loaded verizon apps the ir blaster is great i've already started using it on all my tv's however it wont turn the volume up on my lg tv but do every else in addition i am able to have in memory which room has which tv and so when i switch rooms i also switch rooms on my phone which allows me to use it as a remote great when you have to hide the remote from your little ones battery life used it for an entire day hardcore and its still at 31 at the end of the day after about 6 am to 1 am usage update 10 23 13 see the attached screen shot of battery usage i was pretty impressed i do know for a fact though that s health eats battery life like crazy also i love the speaker placement on the bottom of the phone because it's just smart when i hold my phone it cups around the speaker channeling the sound directly to me and not the entire audience behind my phone smart people have complained about the flip board app but keep in mind this is android and not ios we have choices here download an app called home 2 shortcut and it allowed me to configure double tapping the home button to start google now rather than anything else its fantastic and a great use of android capabilities i will update more here the s pen i received was faulty with my phone and so verizon sent me a brand new one for free not taking off stars for that during the pre order stage stuff like that happens every once in a while the spen was completely usable i just had to add a little extra pressure but no worries it's taken care of and all is well the power button has a slight lag when you just tap it to turn on the screen if you give it a robust tap it comes on quicker it is quickest to turn on the screen using the home button when it's sleeping it kind of irritates me that it is that way note 10 23 13 it maybe quicker to use the home button to do the same thing i wish samsung allowed customization of the led colors for the types of notifications note 10 23 13 re reception issues i know people have complained about reception issues but truly i haven't had many just a couple here and there i think the reality is that the note 3 is slow at switching networks etc so rather than wait i have just downloaded a refresh network app which does what i need in less than 15 seconds and gives me a fresh connection i don't see it as much of an inconvenience especially because the many positives of this device outweigh this one negative i haven't had no reception anywhere tethering by the has been pretty amazingly fast with this phone and it does not get hot i love that my razr maxx used to be a meteorite when it was tethering more to come update 12 13 13 i apologize it has been a while to update i absolutely still love this phone and i wouldnt change much about my review i will say that i have experience reception issues but they are sooo seldom i believe ive refreshed the network about 4 5 times since i have wrote the initial review and now ive been informed that there is an app that allows you to customize the colors of the led to what you want excellent so thats definitely a negative taken away i had been using my phone with a spigen screen protector and initially i liked it but now with using the s pen and it aging i really am beginning to dislike that screen protector i have just ordered a tempered glass screen protector and will update later about that one thing i have learned is to save everything from action memo to scrapbook or s note if you want to hold onto it in case your phone needs to be reset i had to reset my phone once but it was due to the foxfi app and it causing certificate issues once i reset it it fixed it another note the spigen case protector i was talking about it is great however i have found that the squared edges make it uncomfortable for my hand to hold when i remove the case i can handle the phone pretty easily with one hand even though i have hands on the smaller side so i have ordered a case that has rounded edges rather than squared edges whatever you do do not get a metal case for your phone because it will reduce your signal quality other than that the phone has been running great and i will update it again soon,positive
570,fantastic phone i loved all the specs on this phone when i was doing my research for the most part it seemed that the phone was pretty solid for performance based on everything i was reading my primary concern going in was the issue that i kept seeing appear regarding the call quality i finally pulled the trigger when i saw that there was a fix for that issue i have had the phone for over a month now and i can report that i have had no issues with any aspect of the phone call quality has been great i have had no problems with running any apps and even multiple apps at a time it does not lag the battery life is the best of any phone i have ever owned even better than the extended battery i had for my previous phone i can typically go at least 2 days on a charge i consider myself to be an average user of the phone on a typical day i will run several apps send and receive multiple texts do some surfing and make several phone calls the size of the phone may be the sticking point for some people i was a little hesitant in this respect also at first but i can say that i got used to the size in a very short time and now can't imagine myself with a smaller phone i love it i think this phone was a great purchase and am not disappointed in it at all,positive
571,great phone have had it over a month now great phone have had it over a month now and am extremely pleased with the note 3 i had the samsung galaxy s iii and was 2 yrs old was time to upgrade the samsung galaxy note 3 has a solid reputation and rather than wait for the note 4 with no track record i opted for the note 3 glad i did only one caveat i have found is do not buy a protective case that has a magnetic closure tab because that can interfere with the note hand writing function have had no issues getting used to thise phablet sized phone in fact i find i'm preferring it because the screen is larger makes texting much easier camera is surprisingly good for indoor photos but finding it's not as great for brightly lit scenes such as taking shots of landscapes using auto better off using the manual settings for that,positive
572,a great phablet that's much better than its os the note 3 is a great rendition of the android operating system it's only shortcomings are really from the os not the hardware physically it doesn't feel as big as its size compared to other phones on the market and samsung has added some of their own tweaks to make the size even less of an issue my biggest complaint is that too many of the apps and the interface itself simply make everything bigger on the big screen rather than taking advantage of the size to include more usable content there's no reason why a screen this size still only has 4 columns of app icons but there are other front ends available that remedy that situation making the note 3 an even better tool the phone works well but its interface is just about the worst i've seen again it's an os issue and android needs to 'borrow' some ideas from hp's excellent but defunct webos connectivity has been excellent both 4g and wi fi the 13mp camera is outstanding the s pen makes editing sketching and note taking a breeze,positive
573,fast with features love love love so you would have to want a big phone i carry a purse so it doesn't bother me at all i love the huge screen i actually watch shows on it's comfortable it doesn't really feel like it's a phone i mainly upgraded from the noteii for the camera which i use everyday to capture kids moments for that alone it is a big improvement 8mb to 13mb a bunch more modes controls there are voice commands new s pen capabilities so it is worth it for me because i use all of them a lot if you are torn between the note 2 or note 3 i would go with the 3 you will have for 2 years the technology is worth it oh internal memory is 32 gb too nice for all the photos videos you will capture it is a really fast overall great phone i can't imagine anyone not liking all the great features,positive
574,a lot of cool features like other good quality smart phones this phone is well made and has great performance there for it is better to write about features this p hone has and others don't the size of the screen and quality or clarity it has kept me away from my computer i basically do almost everything with this phone what separates it from other phones is the ability to take notes using the included s pen with ease you can actually write down something on the notepad and let you link it to something else for example you can write down someone's phone and click on it to initiate the dial keypad or write a website or physical address and click on that to bring up a browser or a google map to navigate basically there is no other phone that competes with galaxy note 3 in this regard with the auto correction feature when typing something it is difficult to have typos in what you are writing the thing that follows your eye when reading to help you scroll works but not sure how to make it do that on purpose it just does it every now and then when reading small prints you can hover over the content with a finger and it magnifies the content a lot of cool features i have yet to figure out the battery life is great it has a good size battery that lasts more than a day with normal use youtube and use of pandora may require you to charge or plug it for a few minutes,positive
575,after several months of using the phone i've decided after several months of using the phone i've decided to make my review first off i noticed the orientation sensor was not working correctly the camera is stuck in landscape so i have to manually rotate pics on edit before sharing them i recently had to do a factory reset because i woke up one day and the time on the phone was off by 1 hour and 8 minutes it was very strange i tried everything i could think of before deciding a reset was necessary in the process now of getting everything back to way i had it before eliminating some apps that might have caused the problem also after a reset at time i received phone and this recent one the orientation is still not working i have checked numerous sites looking for answers to this issue with no workable solutions any help in this area would be appreciated outside of these issues the phone is exactly what i wanted when i ordered it,neutral
576,great screen and battery life that's it purchased this for my mom since she loves the giant screen and has a hard time reading small font however imo between the screen and battery life that's all i like about this phone i hate samsung's bloatware joke of a ui and their build construction coming from several years of using apple products and now the new htc one m8 the samsung phones feel like children toys to be fair there are some intuitive features about the note 3 use of stylus but i just can't stand how much bloatware is on this thing if it were my phone i would have returned it already but since i've had to help teach my mom how to use this thing well maybe the ui is better off for someone like her the smartphone is fully functional in it's condition but if you are like me and want a pure android feel stay clear from this phone,positive
577,don t buy this is a horrible phone it was really slow and the battery wouldn t keep charge they sent me the wrong charger so i had to buy one separately it would be 100 charged and within an hour it would be on 15 and light up and tell me to connect my charger i have kids and a job i need a phone that actually works i am returning this today i regret buying it,negative
578,hight functional and old version is a fraction of the latest models replaces my old one which died way cheaper than the new samsung s7 edge which i also purchased and just as functional i will use it as backup if the s7 breaks the devices are so sophisticated that i can easily get by with a device a couple of years out of date now i really don't need much higher than full hd resolution and the micro sd slot takes just as much memory 128 gb as the s7 plus i already had extra batteries and charger from the old one i have to be really careful not to damage the s7 battery by over discharging the note 3 i just get a new 20 or less battery,positive
579,wife loves it i bought as a gift for my wife who absolutely loves this phone given that her eyesight is poor she really appreciated the large screen i was surprised but she actually uses the stylus quite a bit i find that ever since she got the phone she is much more responsive to emails as well this was also surprising because she has been against transitioning to a touch screen keypad in many ways this phone really bridges the gap for her between a phone and a tablet whereas she would use her nook for internet browsing gaming and other activities she now does all of that on the note and really only uses her nook for reading for years she's been telling me she had the lesser phone i have the iphone i haven't heard that ever since she started using this phone,positive
